Date,usdjpy_Open,usdjpy_High,usdjpy_Low,usdjpy_Close,usdjpy_Volume,usdjpy_log_returns,usdjpy_squared_returns
2000-01-04,-0.5513447774761251,-0.4747294885476231,-0.5360784444074773,-0.4618679956759775,0.0,1.9845618655790511,0.2898290730515305
2000-01-05,-0.4626400522508062,-0.4059467267894329,-0.4595723835870634,-0.40531303346439096,0.0,1.2821564904942255,0.06491895574871567
2000-01-06,-0.4054879870865863,-0.3419081497577571,-0.39083631281456593,-0.33744644294300524,0.0,1.5248454683781758,0.13174888890405465
2000-01-07,-0.3358334960451018,-0.3229336727877762,-0.3352498067478445,-0.3314933607403738,0.0,0.1251925415087071,-0.09577415330915282
2000-01-10,-0.3453590673412579,-0.3247124593182095,-0.36812371851228454,-0.3416136459039531,0.0,-0.23589882578007249,-0.09247591025466187
2000-01-11,-0.3423822127601494,-0.297436676948063,-0.32210024204206844,-0.29041677560847573,0.0,1.138020577331854,0.030664578327215315
2000-01-12,-0.2911834025539076,-0.2381413798684709,-0.296398944484077,-0.3088714666939508,0.0,-0.4207278468717848,-0.08094867819879806
2000-01-13,-0.30844815987501134,-0.30217995690014676,-0.3017785191419366,-0.29041677560847573,0.0,0.4036946168060684,-0.08094867819879734
2000-01-14,-0.287016078662899,-0.2814266933997326,-0.30058285543481544,-0.29875118153037145,0.0,-0.19452772630992657,-0.09414358514475328
2000-01-17,-0.3013044356071331,-0.32411937967899335,-0.3699167580608735,-0.3576874674612223,0.0,-1.3309453846367565,0.0730104440573251
2000-01-18,-0.35726557725721414,-0.23280456788995568,-0.34122675724717194,-0.31184778069973734,0.0,1.0211187361417968,0.005858075187182781
2000-01-19,-0.31380640728015885,-0.3104817146875277,-0.31851416294489054,-0.33566056370132163,0.0,-0.542451160011944,-0.06971860233399314
2000-01-20,-0.3346430267352017,-0.3330137647183752,-0.32508894529777854,-0.3326842496955351,0.0,0.05832968584347258,-0.09708173934980449
2000-01-21,-0.33047570284419314,-0.35258132132757225,-0.3621467680129571,-0.3678077526248017,0.0,-0.7994005511559907,-0.03652496528212791
2000-01-24,-0.351312322299236,-0.3253055389574257,-0.3418245891007325,-0.31244322517731804,0.0,1.2361290582129605,0.05354005809798227
2000-01-25,-0.3179737311711674,-0.312260501217961,-0.3340545990528161,-0.2993461718168937,0.0,0.28431463853730493,-0.08915592803197499
2000-01-26,-0.2965416499590551,-0.2980293042000639,-0.31014634104341354,-0.3166104281382659,0.0,-0.3946484140409082,-0.08297887692472025
2000-01-27,-0.31618780010419784,-0.32174751350934383,-0.37888241181591104,-0.35173438525859085,0.0,-0.7973825415900266,-0.03683582354593588
2000-01-28,-0.3525027916091361,-0.24169895292933755,-0.35497415380650854,-0.2285037214807799,0.0,2.7399434799629345,0.6390791966595829
2000-01-31,-0.24415191623867438,-0.22628204902022334,-0.2330424483694391,-0.22016931555888417,0.0,0.17544564684140662,-0.09421749993977524
2000-02-01,-0.2209339039595925,-0.2019712124589425,-0.20554811126285866,-0.18802212663540413,0.0,0.6988129348847748,-0.04873154032576485
2000-02-02,-0.18461845825041545,-0.13556031687040188,-0.17386986320553974,-0.16659066735308412,0.0,0.46106960154864784,-0.07601532407322509
2000-02-03,-0.16973509375335072,-0.1515703004187323,-0.19897332890997066,-0.2052863829567763,0.0,-0.8575236730673736,-0.027230705993414678
2000-02-04,-0.20843193228656678,-0.19544869358921016,-0.20554811126285866,-0.2213597503229871,0.0,-0.36268663801042916,-0.08528610534317575
2000-02-07,-0.21914797289262294,-0.1403040492097009,-0.1995711607635312,-0.11836965687233483,0.0,2.2455418341947824,0.3979113058375504
2000-02-08,-0.11675035248013937,-0.09761136293044015,-0.10453596057948168,-0.08919923614569973,0.0,0.6234074609052789,-0.05857882686197371
2000-02-09,-0.08936501631004891,-0.09939014946087348,-0.11529465388310818,-0.12729950727181125,0.0,-0.8344581367668852,-0.03099788195347975
2000-02-10,-0.128061854843265,-0.12014341296128765,-0.13083508999103374,-0.10646349246707189,0.0,0.4437689339080723,-0.0775705169097973
2000-02-11,-0.10603431187408321,-0.09346071023035732,-0.11409944618807978,-0.12491818355254698,0.0,-0.40903736856495104,-0.08187514636728013
2000-02-14,-0.11734581423720883,-0.13496723723118567,-0.1475707337939877,-0.12313230431086337,0.0,0.03029202641275048,-0.09737059604860164
2000-02-15,-0.12329906919518696,-0.11895770607007053,-0.1463755260989593,-0.10884481618633617,0.0,0.3015778000088643,-0.08814100063363736
2000-02-16,-0.11020163576509179,-0.09939014946087348,-0.10453596057948168,-0.09217600434254468,0.0,0.3524006043685357,-0.08481563391508072
2000-02-17,-0.09234187089115738,-0.039501772742065185,-0.08122553442363972,-0.02907206125968752,0.0,1.3495039115011058,0.08231312001698818
2000-02-18,-0.02745016549775096,-0.005703471502186302,-0.009501216407524883,-0.0028784087298973663,0.0,0.5513555057241654,-0.0669521651157984
2000-02-21,-0.01494819382472524,0.006748486598062205,-0.005317305456786396,0.020934374271686932,0.0,0.4985408583859643,-0.0724468275427225
2000-02-22,0.026725045085360496,0.023944177037609742,0.0036483482982511404,-0.01299869389347671,0.0,-0.7316246551542415,-0.046530716753303114
2000-02-23,-0.017329586648764255,0.0008185949803307819,-0.022650781113300905,0.020934374271686932,0.0,0.7145914250885184,-0.04653071675330279
2000-02-24,0.020771790127382363,0.00912035276771172,-0.02623686021047883,0.023911142468531876,0.0,0.054740960036250584,-0.09712726764441329
2000-02-25,0.02374864470849083,-0.00036711191088634204,-0.021455117406179783,-0.04455043833937608,0.0,-1.4705936414032776,0.11092749178007567
2000-02-28,-0.07329118250308407,-0.09464641712157444,-0.12366247578458515,-0.07133998953780532,0.0,-0.5847981406913518,-0.06513421999760702
2000-02-29,-0.07090978967904506,-0.05373296975996228,-0.08122553442363972,-0.04216911462011181,0.0,0.6188765968911416,-0.05913520116516195
2000-03-01,-0.04947770846693274,-0.07448623326037646,-0.2330424483694391,-0.2356472384475143,0.0,-4.222953762124249,1.6344113371563167
2000-03-02,-0.23224540632271812,-0.19900626665007679,-0.2330424483694391,-0.1844499139609785,0.0,1.1190228394709953,0.026451904259335506
2000-03-03,-0.18819077458859337,-0.199599346289293,-0.21869767596863468,-0.19159388511877135,0.0,-0.16531005321232214,-0.09512024440631815
2000-03-06,-0.19235809847960195,-0.2114582247503253,-0.22407679461440158,-0.2070722621984599,0.0,-0.34883103098805585,-0.08622439935901542
2000-03-07,-0.20486007015262767,-0.19129804088912733,-0.27966330068112305,-0.2808914807314186,0.0,-1.6429536577038373,0.16297026779978857
2000-03-08,-0.28046736194785143,-0.22806083555065665,-0.26053678547601955,-0.22195519480056777,0.0,1.2979200385728762,0.06891099819223145
2000-03-09,-0.23700819197079614,-0.20612186515902534,-0.25635287452528105,-0.26124590069078224,0.0,-0.8781224726683075,-0.023778705461394704
2000-03-10,-0.2620121353168476,-0.27846219997808214,-0.26472069642675805,-0.27851015701215437,0.0,-0.3923250518551554,-0.08315330837938857
2000-03-13,-0.26498898989795605,-0.2891353715478973,-0.339433717698583,-0.31006190145805373,0.0,-0.7126710872950524,-0.049168540075446555
2000-03-14,-0.3090436216320808,-0.3247124593182095,-0.3513880747093306,-0.34459041410079805,0.0,-0.7831629559104644,-0.039003722848755785
2000-03-15,-0.34416814382711897,-0.30395919581779535,-0.34122675724717194,-0.3142291044190016,0.0,0.6728645039355062,-0.05224531367276079
2000-03-16,-0.31380640728015885,-0.32767695273986,-0.32090503434704004,-0.3130386696548987,0.0,0.018132539926485055,-0.09744820780029886
2000-03-17,-0.3155923383471284,-0.26897473529948407,-0.2922150335333385,-0.2523160502913058,0.0,1.344175499284883,0.08090470007217339
2000-03-20,-0.24236598517170482,-0.2517790448599365,-0.2533646272816637,-0.27017575109025865,0.0,-0.40502209752328394,-0.08218720654703876
2000-03-21,-0.26915631378896465,-0.24525652599020417,-0.24738722077024353,-0.24993518076309995,0.0,0.4407625885548374,-0.07783481051979876
2000-03-22,-0.25070063295372197,-0.2470353125206375,-0.23662852746661703,-0.22790827700319924,0.0,0.47878994435099165,-0.07436189235250093
2000-03-23,-0.22510122785060108,-0.209679438219892,-0.1995711607635312,-0.21540666812035564,0.0,0.26731096019753114,-0.09009878439694811
2000-03-24,-0.21736204182565338,-0.21798074362005765,-0.2252724583215227,-0.2326709244417278,0.0,-0.3895665548675073,-0.08335904159380078
2000-03-27,-0.2477242325768523,-0.2476283921598537,-0.23124940882085016,-0.24993518076309995,0.0,-0.39060080981247347,-0.08328207906023972
2000-03-28,-0.253082025777761,-0.2725323083603507,-0.2868359148875716,-0.30232294001373866,0.0,-1.174326207661783,0.03501007721662938
2000-03-29,-0.30189944315996375,-0.29862238383928014,-0.3268819848463675,-0.3088714666939508,0.0,-0.15492528427974753,-0.0954272737777023
2000-03-30,-0.3114250144561198,-0.32234059314856,-0.33704284629643344,-0.3130386696548987,0.0,-0.10176418857206676,-0.09666959395869355
2000-03-31,-0.31321094552308937,-0.31166742157874483,-0.5038023644965978,-0.47258372531713755,0.0,-3.625846073677079,1.1784129883680459
2000-04-03,-0.4572818048456587,-0.33953628358810756,-0.4571815121849139,-0.35173438525859085,0.0,2.739974140308108,0.6390956309048388
2000-04-04,-0.351312322299236,-0.33064189854872567,-0.3782845799623505,-0.3386373318981666,0.0,0.2861535523645579,-0.08905058127518566
2000-04-05,-0.3394058123832797,-0.3442800159274066,-0.34242242095429304,-0.36185467042217023,0.0,-0.5313059541271754,-0.07086702165179908
2000-04-06,-0.36083789359539203,-0.3685908524886874,-0.35318111425791954,-0.3695936318664853,0.0,-0.18320864727948782,-0.09454170321436728
2000-04-07,-0.3691725413774092,-0.3454657228186237,-0.346008500051471,-0.32434984377363935,0.0,1.0097165682023015,0.0035811939586665926
2000-04-10,-0.3322616339111627,-0.2660102418778336,-0.3083533014948246,-0.26422266888762713,0.0,1.3333760025800019,0.0780671323773171
2000-04-11,-0.2608216660069475,-0.2482214717990699,-0.24858288447736465,-0.24398164436941006,0.0,0.44035130633496594,-0.07787083007032797
2000-04-12,-0.24415191623867438,-0.2594877230081013,-0.3125372124455631,-0.3064901429746865,0.0,-1.3993547971896818,0.0911096389393056
2000-04-13,-0.3078526981179419,-0.3098886350483115,-0.29161765769187065,-0.30410881925542227,0.0,0.044721302695632084,-0.09724108614565559
2000-04-14,-0.3048762977410722,-0.3069236892394458,-0.34302025280785364,-0.3654264289055374,0.0,-1.385816618021493,0.08745538356934059
2000-04-17,-0.3864368444942742,-0.36028954708852173,-0.43387108602907193,-0.37554716826017515,0.0,-0.2371472873533538,-0.09242039617271408
2000-04-18,-0.37988858198346537,-0.37926402405850257,-0.3848593623152385,-0.37137951110816886,0.0,0.08567704105863566,-0.09665230196660825
2000-04-19,-0.3733398652684178,-0.3733345848279864,-0.374100669011612,-0.3600687911804866,0.0,0.24680096893904177,-0.09116104132730975
2000-04-20,-0.3661956867963007,-0.32767695273986,-0.3567671933550975,-0.3088714666939508,0.0,1.1414068432112545,0.031422860652309335
2000-04-21,-0.3090436216320808,-0.3229336727877762,-0.30118068728837605,-0.3035133747778416,0.0,0.1112882338732542,-0.09611787124521615
2000-04-24,-0.30249490491703324,-0.3170037811700448,-0.3232959057491896,-0.31006190145805373,0.0,-0.15495297052829396,-0.09542648318494104
2000-04-25,-0.3114250144561198,-0.2962505176696306,-0.31433025199415204,-0.28386824892826357,0.0,0.5763069223667264,-0.06416709512410455
2000-04-26,-0.28820700217703793,-0.2701608945779165,-0.2952037367890486,-0.2832728044506829,0.0,0.00474962279445903,-0.09750029632609868
2000-04-27,-0.2834442165289599,-0.2802409865085155,-0.34361762864932144,-0.2689853163261557,0.0,0.3094279359692483,-0.0876602557856636
2000-04-28,-0.2697513213417953,-0.1788460827888788,-0.24619201307521513,-0.16361389915623917,0.0,2.3144328675243715,0.42865777389631843
2000-05-01,-0.16556776986234215,-0.13437460997918474,-0.1619155061947921,-0.13503892290718472,0.0,0.6148772127474327,-0.0596229849545117
2000-05-02,-0.13222917873427356,-0.1397109695704847,-0.13382379324674382,-0.14575465254834474,0.0,-0.2419683821611077,-0.09220316807124948
2000-05-03,-0.15008939781244676,-0.11006332103068865,-0.12844421858888422,-0.11479789838896763,0.0,0.6648504615530547,-0.05330398484247973
2000-05-04,-0.11496442141316982,-0.10116893599130679,-0.1684902885476801,-0.17254374955571558,0.0,-1.2672075628079376,0.05696852811041039
2000-05-05,-0.16973509375335072,-0.1545347938403827,-0.1929963784106432,-0.13801523691297127,0.0,0.745456179959929,-0.04208524386840896
2000-05-08,-0.12508500026215652,-0.1290377980006695,-0.12963988229600534,-0.10408216874780762,0.0,0.7285401931039751,-0.044544673919788766
2000-05-09,-0.1048438425641831,-0.09939014946087348,-0.11290378248095866,-0.10646349246707189,0.0,-0.06011539193500098,-0.09725784253555986
2000-05-10,-0.10305791149721354,-0.1035408021609563,-0.1111107429323697,-0.09217600434254468,0.0,0.30078290732375923,-0.08818901003833164
2000-05-11,-0.08757908524307935,-0.07685809943002597,-0.1433868228432492,-0.14992185550929263,0.0,-1.2628139978204542,0.05589191814179952
2000-05-12,-0.14770800498840775,-0.13496723723118567,-0.1660994171455306,-0.15349361399265982,0.0,-0.08646700828219611,-0.09692495865575729
2000-05-15,-0.13758742613942104,-0.1035408021609563,-0.11290378248095866,-0.10348672427022695,0.0,1.0789296148168366,0.01779240496089838
2000-05-16,-0.10186698798307463,-0.08456632519097544,-0.10154771333586432,-0.06955365610506331,0.0,0.7246341560777433,-0.045104645367306274
2000-05-17,-0.07864897570399275,-0.07745117906924216,-0.0991568419337148,-0.11836965687233483,0.0,-1.0644334654579013,0.011202759657824982
2000-05-18,-0.11913174530417839,-0.11124948030912105,-0.12844421858888422,-0.14575465254834474,0.0,-0.6043554669261791,-0.06289893673210809
2000-05-19,-0.1471125432313383,-0.14682656807943326,-0.24499680538018673,-0.23743311768919792,0.0,-2.0217995495282453,0.2977221822458366
2000-05-22,-0.23343587563261822,-0.23161886099873855,-0.22288158691937318,-0.2213597503229871,0.0,0.3465467221282065,-0.08522432586225473
2000-05-23,-0.2221248274737314,-0.2405132460381204,-0.2467898449287757,-0.26422266888762713,0.0,-0.9573630604854679,-0.009727924195806969
2000-05-24,-0.26498898989795605,-0.20078505318051013,-0.24439897352662618,-0.19278431988287426,0.0,1.5693628910420396,0.14525451178553292
2000-05-25,-0.19354856778950205,-0.2001924259285092,-0.19120333886205423,-0.20945358591772417,0.0,-0.37511672400838836,-0.08441248691778479
2000-05-26,-0.20843193228656678,-0.20790065168945865,-0.23364028022299968,-0.22552695328393496,0.0,-0.3629178079479809,-0.08527013310668093
2000-05-29,-0.23700819197079614,-0.2351764340596052,-0.2252724583215227,-0.23743311768919792,0.0,-0.27161171092558606,-0.09076788327851011
2000-05-30,-0.2387941230377657,-0.2559296975600194,-0.26472069642675805,-0.2630317799324658,0.0,-0.5758507308102476,-0.06613198505315088
2000-05-31,-0.260226204249878,-0.2019712124589425,-0.25635287452528105,-0.19457065331561627,0.0,1.503673465671121,0.1254613765190293
2000-06-01,-0.1953344988564716,-0.1397109695704847,-0.17207682365695076,-0.1427778843514998,0.0,1.1248007612429738,0.027725687672141362
2000-06-02,-0.13996836475922125,-0.1379321830400514,-0.1672950808526517,-0.17552051775256053,0.0,-0.7239217877580617,-0.04761119778503113
2000-06-05,-0.17866520329243732,-0.18121794895852833,-0.19180071470352208,-0.20766725248498213,0.0,-0.7144567158023712,-0.04892301818345545
