Date,goldspot_Open,goldspot_High,goldspot_Low,goldspot_Close,goldspot_Volume,goldspot_log_returns,goldspot_squared_returns
2000-11-16,-1.543626506626888,-1.545220498439886,-1.5417484962268209,-1.5434515746454485,-0.17362341590636932,0.21611537591388247,-0.3449557022286372
2000-11-17,-1.5446602105292797,-1.5453918326396598,-1.5427879036095797,-1.5436238213542162,-0.17345386894767212,-0.0627786765763983,-0.3663445450281872
2000-11-20,-1.5427650516555358,-1.5443636182417493,-1.5408822881617588,-1.5425901307881682,-0.17375057612539224,0.18081211044351436,-0.35081492379625534
2000-11-21,-1.5437987555579273,-1.5453918326396598,-1.5419216955445176,-1.5436238213542162,-0.17375057612539224,-0.23672815446946335,-0.35081492379625545
2000-11-22,-1.5427650516555358,-1.5443636182417493,-1.5408822881617588,-1.5425901307881682,-0.17375057612539224,0.18081211044351436,-0.35081492379625534
2000-11-28,-1.5367348668560707,-1.5383654568547924,-1.5348188317063238,-1.5365600237872064,1.0425793055683867,-0.13082612232038918,-0.36291064872774736
2000-11-29,-1.5370794172971882,-1.5378512973560203,-1.5417484962268209,-1.5424178315010402,-0.052990754793304964,-1.201783143194938,0.13820212120894854
2000-11-30,-1.5425927501454577,-1.5376799108564296,-1.5410554874794555,-1.536043125925822,-0.13941731698920737,1.2487351994764069,0.2305901184243198
2000-12-01,-1.5369071157871101,-1.5345951630630643,-1.5370709515278276,-1.5384551582105346,-0.15967817855352387,-0.5089587728013718,-0.28199428447695923
2000-12-04,-1.5346673538932099,-1.5345951630630643,-1.5344723273326413,-1.5350093827814135,-0.1679435927900128,0.6584261505853239,-0.19412110499412213
2000-12-05,-1.5348396554032882,-1.5363089234593377,-1.5346455795194824,-1.535526280642798,-0.1564991730779512,-0.13059798888846336,-0.36292783155736813
2000-12-06,-1.5346673538932099,-1.5306535350715622,-1.5334328670807378,-1.528807029071684,-0.17031725021177374,1.2974824406477508,0.2770797946826936
2000-12-07,-1.5289817721139012,-1.5277401214779707,-1.5299680348204892,-1.5307021634950122,-0.17222465349711735,-0.3998747764414683,-0.3160935436195403
2000-12-08,-1.531738385958997,-1.5328814026667907,-1.5306609906987099,-1.5324250512095727,-0.16866416736447595,-0.36737344289653734,-0.3245668031596412
2000-12-11,-1.5351842058444056,-1.5368230306582928,-1.5358582390890827,-1.5358708266386938,-0.1731147750302777,-0.7105457876389406,-0.1960258821919208
2000-12-12,-1.5358734118847186,-1.5375085766566556,-1.5353385353977034,-1.535698579929926,-0.17112259826558548,0.0062828251530662235,-0.36635922065450766
2000-12-13,-1.5363902638359144,-1.538022683855611,-1.5377639074060483,-1.5386274574976628,-0.17247897393516315,-0.6119188852653658,-0.24180781646929705
2000-12-14,-1.5388023272398925,-1.5397364442518844,-1.5379371595928897,-1.5379383129275106,-0.17243658719548885,0.10977574196886523,-0.3598361536655802
2000-12-15,-1.5377685707584623,-1.537337190157065,-1.5358582390890827,-1.535526280642798,-0.17108021152591119,0.45250770836881926,-0.28218281486904057
2000-12-18,-1.5363902638359144,-1.538022683855611,-1.5349920310240206,-1.536732270495974,-0.1730300015509291,-0.2678738921649806,-0.3456931780160763
2000-12-19,-1.5369071157871101,-1.5385367910545664,-1.5362047434627655,-1.536732270495974,-0.16514606797150885,-0.027958022012974905,-0.36678892117291145
2000-12-20,-1.5320829889791534,-1.5337382828649275,-1.5310074950723926,-1.5319082059265487,-0.17353864242702072,0.9280173674684763,-0.03184638902008159
2000-12-21,-1.5312215340078013,-1.5316817494694728,-1.5292750789422684,-1.529840719637732,-0.16908803476121897,0.3787482721260184,-0.30616574833004695
2000-12-22,-1.5300154760162927,-1.5311676422705174,-1.5280623665035236,-1.529840719637732,-0.1731995485096263,-0.027958022012974905,-0.36678892117291145
2000-12-27,-1.5286371690937448,-1.5291111088750626,-1.526676454747082,-1.5272563880658911,-0.17370818938571794,0.34275026819890525,-0.3164224560310928
2000-12-28,-1.5308769309876449,-1.5325386296676093,-1.5315271987637722,-1.533286495066853,-0.17370818938571794,-1.2126686025387963,0.14761161131632658
2000-12-29,-1.5329444439505056,-1.5345951630630643,-1.5310074950723926,-1.532769649783829,-0.17375057612539224,0.0741807237628552,-0.3629654491525667
2001-01-03,-1.539836083721323,-1.5414502046481577,-1.5379371595928897,-1.5396612006420711,-0.17370818938571794,-0.16599991847279436,-0.3598050099599985
2001-01-04,-1.5410421417128315,-1.542649857845476,-1.5391498720316346,-1.5408672430736077,-0.17370818938571794,-0.2700357663184402,-0.34531127897383085
2001-01-05,-1.539836083721323,-1.5414502046481577,-1.5379371595928897,-1.5396612006420711,-0.17375057612539224,0.2141197222924818,-0.34531127897383235
2001-01-08,-1.539836083721323,-1.5414502046481577,-1.5379371595928897,-1.5396612006420711,-0.17375057612539224,-0.027958022012974905,-0.36678892117291145
2001-01-09,-1.5406975386926751,-1.5423070848462945,-1.5388033676579518,-1.5405226444993514,-0.17375057612539224,-0.20080305020204176,-0.35583951267067476
2001-01-10,-1.5455216655006319,-1.5471055930359334,-1.5436541116746418,-1.5453467090687767,-0.17375057612539224,-1.0018964488127058,-0.01914080704224368
2001-01-11,-1.5467277234921404,-1.5483052462332514,-1.5448668241133867,-1.5465527515003132,-0.17375057612539224,-0.27305772399037015,-0.34477170321920936
2001-01-12,-1.5469000250022185,-1.548476632732842,-1.545040076300228,-1.5467250507874413,-0.17375057612539224,-0.06302683701454691,-0.3663381884825868
2001-01-17,-1.5481060304146883,-1.5496762336303433,-1.5462527358698284,-1.5479310406406175,-0.17375057612539224,-0.06310935706449303,-0.3663360647584127
2001-01-18,-1.546383120471984,-1.54796247323407,-1.544520319739704,-1.546208152926057,-0.17375057612539224,0.3230415696983791,-0.32163555859474563
2001-01-19,-1.5462108715409446,-1.5477911390342962,-1.5443471204220074,-1.5460359062172893,-0.17375057612539224,0.00706029000772486,-0.3663394857578764
2001-01-22,-1.5425927501454577,-1.5441922317421586,-1.5407090359749174,-1.5424178315010402,-0.17375057612539224,0.7045628226371504,-0.17012855191617954
2001-01-23,-1.5431096020966535,-1.544706338941114,-1.541228739666297,-1.5429346767840642,-0.17375057612539224,-0.13224504091377748,-0.3628029203735594
2001-01-24,-1.5462108715409446,-1.5477911390342962,-1.5443471204220074,-1.5460359062172893,-0.17375057612539224,-0.6561918477622997,-0.22213856486988606
2001-01-25,-1.5458662685207882,-1.5474483660351148,-1.5440006160483246,-1.545691307643033,-0.17375057612539224,0.04206023938649817,-0.36499212207558823
2001-01-26,-1.548795236455001,-1.5503617796287061,-1.5469457446171937,-1.54862023778913,-0.17375057612539224,-0.6247761686872865,-0.23624371915514578
2001-01-29,-1.548795236455001,-1.5503617796287061,-1.5469457446171937,-1.54862023778913,0.48277763468987617,-0.027958022012974905,-0.36678892117291145
2001-01-30,-1.5486229349449228,-1.5438494587429772,-1.5467724924303523,-1.5439684199284724,-0.09940423473666599,0.9181378436550726,-0.038733541052201816
2001-01-31,-1.5446602105292797,-1.5448777254407047,-1.5453865278047663,-1.5437961206413444,-0.14975968146973712,0.006899494480852803,-0.3663436036769609
2001-02-01,-1.5427650516555358,-1.539907830751475,-1.5408822881617588,-1.5387997567847909,-0.1563720128589283,0.9771783882657301,0.0034882061706274616
2001-02-02,-1.539836083721323,-1.5411074316489763,-1.540535783788076,-1.5412117890695036,-0.16921519498024187,-0.5118325876758127,-0.2809780197317383
2001-02-05,-1.5448325120393578,-1.545220498439886,-1.5429611557964211,-1.5444852652114964,-0.1656123221079262,-0.6887181148491441,-0.20677252458313233
2001-02-06,-1.5469000250022185,-1.548476632732842,-1.548678160747318,-1.5477587939318498,-0.17269090763353467,-0.6934798393602374,-0.2044579190492855
2001-02-07,-1.548795236455001,-1.5491621264313882,-1.5476387004954144,-1.54862023778913,-0.16671437733945804,-0.20389133860728215,-0.3554447425826696
2001-02-08,-1.5475891784634925,-1.5491621264313882,-1.5521429930075665,-1.553272003071427,-0.1731995485096263,-0.9838135985911083,-0.031930340809801006
2001-02-09,-1.5527579082916054,-1.5543034076202082,-1.553528904764008,-1.5536166016456834,-0.17375057612539224,-0.09916120630834382,-0.364930792830398
2001-02-12,-1.5493120884061968,-1.5508758868276615,-1.5516232364470424,-1.5522382599270188,-0.1730300015509291,0.25651581884519903,-0.3371295766897343
2001-02-13,-1.5518964533202533,-1.5534465274220717,-1.5500640725037595,-1.5529274570755314,-0.17375057612539224,-0.17009107876313653,-0.3593849099627577
2001-02-14,-1.5536193632629578,-1.555160287818345,-1.5528359488857872,-1.5544780455029636,-0.17247897393516315,-0.3485358877219238,-0.3291234034192743
2001-02-15,-1.55448081823431,-1.5560171680164818,-1.5602853170976636,-1.5618864416442297,-0.17277568111288327,-1.5751285788258218,0.5105214417631283
2001-02-16,-1.5622339129764793,-1.5577309284127552,-1.560458569284505,-1.5565454792134201,-0.17366580264604362,1.0900445065117448,0.09131335198432836
2001-02-21,-1.5593049450422665,-1.5582450356117103,-1.5576866929024773,-1.5565454792134201,-0.17205510653842013,0.7279216522458138,-0.15738625364735556
2001-02-22,-1.5562037281770142,-1.5577309284127552,-1.5561275289591945,-1.5560286339303961,-0.1730723882906034,0.07951795363537471,-0.3625554201623794
2001-02-23,-1.5536193632629578,-1.5536179139216624,-1.5524894445121045,-1.5518937139311229,-0.17375057612539224,0.8274188910973127,-0.09863020117963843
2001-02-26,-1.550173543377549,-1.545220498439886,-1.5491978644386974,-1.5434515746454485,-0.17370818938571794,1.694271390814567,0.7202845045494878
2001-02-27,-1.5415589936640273,-1.5424784713458852,-1.5396695757230139,-1.5406949437864796,-0.17375057612539224,0.5275355700511309,-0.25369611451975893
2001-02-28,-1.5419035966841836,-1.5435067380436127,-1.5400160800966967,-1.541728686930888,-0.17375057612539224,-0.23587895652386967,-0.3509446118582067
2001-03-01,-1.5446602105292797,-1.5462487128377966,-1.5427879036095797,-1.5444852652114964,-0.17375057612539224,-0.5846939764482388,-0.25318968432433386
2001-03-02,-1.550001241867471,-1.5515613805262076,-1.548158404186794,-1.549826227642306,-0.17375057612539224,-1.1162764988823308,0.06731017354645108
2001-03-05,-1.5493120884061968,-1.5508758868276615,-1.547465448308573,-1.549137083072154,-0.1732843219889749,0.11318889407811931,-0.35948729384957373
2001-03-06,-1.5536193632629578,-1.555160287818345,-1.5519697408207251,-1.5536166016456834,-0.1729028413319062,-0.9493003560497956,-0.055675369620796736
2001-03-07,-1.555342273205662,-1.5527610337235256,-1.553528904764008,-1.5510322700738426,-0.17375057612539224,0.5047030751319955,-0.26280197271614986
2001-03-08,-1.544315660088162,-1.545905992138432,-1.5424414521050416,-1.5441407192156005,-0.17375057612539224,1.3776648586067604,0.3573376956084792
2001-03-09,-1.5350119569133662,-1.536651696458519,-1.5330864155761996,-1.5348371360726458,-0.17375057612539224,1.8363917481565886,0.9071002983002852
2001-03-12,-1.5336335974117796,-1.5352806567616102,-1.5317004509506134,-1.5334587943539812,-0.17341148220799782,0.2450823094230813,-0.3394657891778342
2001-03-13,-1.5419035966841836,-1.5435067380436127,-1.5400160800966967,-1.541728686930888,-0.17375057612539224,-1.678382252132981,0.6315271375877994
2001-03-14,-1.5493120884061968,-1.5508758868276615,-1.547465448308573,-1.549137083072154,-0.17375057612539224,-1.5318655372264904,0.46214351585183233
2001-03-15,-1.5536193632629578,-1.555160287818345,-1.5517964886338838,-1.5534443023585554,-0.17366580264604362,-0.9136919170240342,-0.07925876239864771
2001-03-16,-1.5587880930910707,-1.558416422111301,-1.5569937370242566,-1.5567177785005482,-0.17375057612539224,-0.7068282948843841,-0.19788082817170177
2001-03-19,-1.5539639662831142,-1.5555030608175264,-1.5521429930075665,-1.5537889009328116,-0.17375057612539224,0.5796816685103993,-0.23146669210327278
2001-03-20,-1.5527579082916054,-1.5543034076202082,-1.5509302805688217,-1.552582858501275,-0.17375057612539224,0.22109871627720787,-0.3440550461803258
2001-03-21,-1.5503458448876273,-1.551904153525389,-1.5485049085604765,-1.5501708262165623,-0.17375057612539224,0.4681431524804529,-0.27658666806213905
2001-03-22,-1.5517241518101752,-1.553275140922481,-1.5498908203169182,-1.5515491153568666,-0.17370818938571794,-0.3111156374713393,-0.3374034020055574
2001-03-23,-1.5510349983489011,-1.5525896472239349,-1.5491978644386974,-1.5508599707867146,-0.17375057612539224,0.11372906617709987,-0.3594312999588179
2001-03-26,-1.5503458448876273,-1.551904153525389,-1.5485049085604765,-1.5501708262165623,-0.17375057612539224,0.11351250525531165,-0.3594537742090965
2001-03-27,-1.5518964533202533,-1.5534465274220717,-1.5500640725037595,-1.5517214146439948,-0.17375057612539224,-0.3465740305259576,-0.32958300008707936
2001-03-28,-1.5541362152141536,-1.5556743950173004,-1.5523161923252633,-1.5539611476415793,0.800890115945515,-0.4901249078248168,-0.2885046476819446
2001-03-29,-1.5541362152141536,-1.554474794119799,-1.5549148165204496,-1.5555117886473722,0.06556495607571859,-0.349288708704254,-0.3289462939619571
2001-03-30,-1.5556868762258185,-1.5563599410156632,-1.5576866929024773,-1.5570623770748044,-0.06867384847279681,-0.35039719132324837,-0.32868475499718885
2001-04-02,-1.5584434900709143,-1.5589305816100731,-1.560458569284505,-1.5610249977869495,-0.15442222283391038,-0.857110157809911,-0.11482095945586412
2001-04-03,-1.5613724580051271,-1.5575595419131645,-1.559592361219443,-1.5589575640764932,-0.15993249899156967,0.40556536757734657,-0.297907524812424
2001-04-04,-1.5565483311971706,-1.5543034076202082,-1.5552613208941324,-1.5562009332175242,-0.16633289668238932,0.5469434664391499,-0.24565556744308456
2001-04-05,-1.5551699716955838,-1.5567026617150277,-1.5557810245855117,-1.5567177785005482,-0.1673925651742469,-0.13547561723909873,-0.36255214071989655
2001-04-06,-1.55448081823431,-1.5548175148191636,-1.555607825267815,-1.5534443023585554,-0.17010531651340224,0.6509122508584421,-0.19788082817169791
2001-04-09,-1.5527579082916054,-1.5543034076202082,-1.5552613208941324,-1.5563732325046524,-0.17256374741451178,-0.6351396679010248,-0.23167062960145574
2001-04-10,-1.5565483311971706,-1.5580737014119366,-1.5576866929024773,-1.558096120219213,-0.17243658719548885,-0.3869906292158068,-0.31954513873097423
2001-04-11,-1.5575820350995622,-1.555160287818345,-1.5578599450893187,-1.5556840353561399,-0.16972383585633352,0.4743073178646556,-0.2743311767233502
2001-04-12,-1.5534470617528795,-1.5534465274220717,-1.553528904764008,-1.553272003071427,-0.1729028413319062,0.4715856364698832,-0.2753304840878747
2001-04-17,-1.5527579082916054,-1.5510472733272522,-1.5509302805688217,-1.5515491153568666,-0.17213988001776875,-0.804571945477819,-0.14574060030817906
2001-04-18,-1.5536193632629578,-1.551218659826843,-1.5526626966989459,-1.5512045693609708,-0.17375057612539224,0.04290722861282088,-0.36494838850555666
2001-04-19,-1.5484506334348447,-1.5460773786380226,-1.5478119526822558,-1.5443130185027287,-0.1694695154182877,1.3781987601644583,0.3578878940408001
2001-04-20,-1.5455216655006319,-1.546591485836978,-1.5457330321784488,-1.545174462360009,-0.1730723882906034,-0.20256378962073893,-0.3556152973559748
2001-04-23,-1.5474168769534142,-1.5488193534322068,-1.5472921961217319,-1.5470695967833372,-0.17082589108786536,-0.41324552078840815,-0.3123829319589412
2001-04-24,-1.545004813549436,-1.546591485836978,-1.5448668241133867,-1.546380452213185,-0.17103782478623689,0.11233313050806319,-0.3595755639278247
2001-04-25,-1.5475891784634925,-1.5476197525347055,-1.5483316563736353,-1.549309382359282,-0.17375057612539224,-0.6256830073349058,-0.23584670249506387
2001-04-26,-1.5460385700308663,-1.5476197525347055,-1.5457330321784488,-1.545863606930161,-0.17370818938571794,0.6748432881035528,-0.1857624856531169
2001-04-27,-1.5469000250022185,-1.548476632732842,-1.545040076300228,-1.5467250507874413,-0.17349625568734642,-0.20315869487324498,-0.355539027578395
2001-04-30,-1.5467277234921404,-1.5483052462332514,-1.5448668241133867,-1.5465527515003132,-0.17375057612539224,0.007110792988600279,-0.3663381884825867
2001-05-01,-1.5460385700308663,-1.5476197525347055,-1.544173868235166,-1.545863606930161,-0.17375057612539224,0.11217383584572757,-0.3595919355512323
2001-05-02,-1.544315660088162,-1.545905992138432,-1.5424414521050416,-1.5441407192156005,-0.17375057612539224,0.3214515580131225,-0.32204371725501746
2001-05-03,-1.5427650516555358,-1.5443636182417493,-1.5408822881617588,-1.5425901307881682,-0.17375057612539224,0.285384669812492,-0.3308043762113857
2001-05-04,-1.5431096020966535,-1.544706338941114,-1.541228739666297,-1.5429346767840642,-0.17375057612539224,-0.09749221970548623,-0.3650168801515609
2001-05-07,-1.5431096020966535,-1.544706338941114,-1.541228739666297,-1.5429346767840642,-0.17375057612539224,-0.027958022012974905,-0.36678892117291145
2001-05-08,-1.5448325120393578,-1.5464200993373873,-1.5429611557964211,-1.5446575644986247,-0.17375057612539224,-0.3764467001403884,-0.3222792668479466
2001-05-09,-1.5363902638359144,-1.538022683855611,-1.5344723273326413,-1.53621542521295,-0.17375057612539224,1.6672342310608368,0.6864206405837513
2001-05-10,-1.5379408722685404,-1.5395650577522937,-1.536031491275924,-1.5377660136403826,-0.17375057612539224,-0.3369995677032693,-0.33178549063127966
2001-05-11,-1.540008385231401,-1.5416215911477484,-1.538110411779731,-1.5398334999291994,-0.17375057612539224,-0.44163212848442657,-0.3040707262879905
2001-05-14,-1.5393192317701272,-1.5409360974492026,-1.5374174559015104,-1.5391443553590471,-0.17375057612539224,0.11013536656836571,-0.35979979873810425
2001-05-15,-1.5396637822112447,-1.541278818148567,-1.5377639074060483,-1.539488901354943,-0.17375057612539224,-0.09697369468720628,-0.36504321026404885
2001-05-16,-1.5329444439505056,-1.5345951630630643,-1.5310074950723926,-1.532769649783829,-0.17375057612539224,1.3087714699944988,0.28809440799196673
2001-05-17,-1.5301877775263708,-1.5318531359690635,-1.528235618690365,-1.5300130189248602,-0.17375057612539224,0.5149106177463031,-0.25877831990714917
2001-05-18,-1.5064116413486666,-1.5082032634204172,-1.504328297242308,-1.506237189495269,-0.17375057612539224,4.526636279736572,7.236058452970915
2001-05-21,-1.5098574612340752,-1.511630784212964,-1.5077931295025564,-1.5096829649243901,-0.17375057612539224,-0.6743188028250702,-0.21367070212763242
2001-05-22,-1.510374313185271,-1.5121448914119193,-1.508312833193936,-1.5101998102074141,-0.17375057612539224,-0.12529866497198286,-0.3633162369310653
2001-05-23,-1.5129586780993274,-1.5147155320063295,-1.5109114573891222,-1.512784141779255,-0.17349625568734642,-0.5162226519679535,-0.2794138776173263
2001-05-24,-1.520711772841497,-1.5224274537895597,-1.5187073299746814,-1.5205371364947773,-0.17349625568734642,-1.5083989540990836,0.4364764477533248
2001-05-25,-1.5227792858043578,-1.5244839871850144,-1.5207862504784884,-1.522604622783594,-0.17375057612539224,-0.42677843331864895,-0.30849387785462673
2001-05-30,-1.5288094706038229,-1.529453881874244,-1.544520319739704,-1.5436238213542162,-0.048497760387828916,-2.8074865302054026,2.4647278657239493
2001-05-31,-1.5448325120393578,-1.541278818148567,-1.543480912356945,-1.5443130185027287,-0.1267860685662653,-0.16741437234050127,-0.359661154646953
2001-06-01,-1.5455216655006319,-1.543335351544022,-1.5440006160483246,-1.5424178315010402,-0.16311150446714234,0.3550212819793331,-0.313032854197917
2001-06-04,-1.5417312951741056,-1.543335351544022,-1.5440006160483246,-1.5450021630728807,-0.16857939388512735,-0.550593446900315,-0.26667958948978165
2001-06-05,-1.545004813549436,-1.5450491119402954,-1.5440006160483246,-1.5436238213542162,-0.16840984692643013,0.25115444920958563,-0.338236998474177
2001-06-06,-1.542075845615223,-1.5431639650444313,-1.5427879036095797,-1.5436238213542162,-0.16900326128187038,-0.027958022012974905,-0.36678892117291145
2001-06-07,-1.5427650516555358,-1.5440208452425679,-1.5431344079832625,-1.5431069760711922,-0.16870655410415025,0.0764859055917156,-0.36279091679462383
