Date,ftse100_Open,ftse100_High,ftse100_Low,ftse100_Close,ftse100_Volume,ftse100_log_returns,ftse100_squared_returns
2000-01-05,0.4595788783720854,0.4245502603985858,0.3462048012239647,0.34216032481574243,-0.8646288862766988,-1.7201591298754881,0.6080678496173745
2000-01-06,0.3422886582525974,0.3173496376532888,0.27781533707626793,0.2621610545188931,-0.6170476537230057,-1.1930954500177888,0.1319961343709539
2000-01-07,0.262260903158525,0.30388186788193783,0.2907732529324288,0.3141107945305499,-0.3963594059262247,0.7783964852954135,-0.1226182173253428
2000-01-10,0.3142291405615271,0.3958974312546935,0.35016410337648124,0.40691782218353345,-0.7245787937479089,1.3727642073521247,0.2731170595240072
2000-01-11,0.4070692133829698,0.39942248703590866,0.3555632715986678,0.32682783229051576,-0.450675762475737,-1.1813798174908248,0.12336959001558966
2000-01-12,0.3269507063908182,0.3042433328481098,0.31911888609890837,0.3393643116309233,-0.6291327477993313,0.1872231157354266,-0.29908550763843667
2000-01-13,0.33949164951033994,0.3618208622215621,0.3543035535572446,0.3381920030629616,-0.44462033154197045,-0.01631605004791753,-0.3097275359351518
2000-01-14,0.3383189235264229,0.4253636669097639,0.3741905777193854,0.4524643440967069,0.05526408130419329,1.68015367364327,0.5636591332257206
2000-01-17,0.4526319527370786,0.45022045188510335,0.47029559632013274,0.4626557659148019,-0.32084689379259557,0.14926851253646733,-0.3030170910296517
2000-01-18,0.46282700334557164,0.45166675309895615,0.3381961229048082,0.3139306764973807,-0.46852210520287657,-2.1868769698476265,1.173331763537238
2000-01-19,0.31404895839495234,0.2799289659966107,0.28681395077991223,0.26062762911181475,-0.4492263242203141,-0.79661473640434,-0.11267981042609583
2000-01-20,0.26063662040018465,0.2679979740179468,0.1913385715071592,0.17332278900507955,-0.13897567613400527,-1.3213936432907263,0.23203111735227538
2000-01-21,0.17339100560645146,0.1613397693964902,0.1542645466794055,0.1711578495159362,-0.1394802953784858,-0.03197522204094876,-0.3094828252886208
2000-01-24,0.17122529526199756,0.2568799472012959,0.20753607617371894,0.20137187890388294,-0.8606069635323922,0.4611888599479533,-0.2442304683571974
2000-01-25,0.20145008275432716,0.1659492200762211,0.13248772576241238,0.1060401160818069,-0.5745350928624703,-1.459000201443519,0.35066031585492874
2000-01-26,0.10608437579847559,0.1661301732338896,0.1392366860401456,0.19758411557066044,-0.10965837168765258,1.4035993803324383,0.29962019094094355
2000-01-27,0.19766097073792196,0.23084829074860644,0.23390227795665763,0.25656902814925475,-0.5503434315504795,0.8929894388101766,-0.0633547995104759
2000-01-28,0.2566668856740101,0.25208954336389655,0.2151848978218166,0.19758411557066044,-0.33210956586621454,-0.8908409065237606,-0.06335479951047925
2000-01-31,0.19766097073792196,0.16215317590766828,0.11799986982245808,0.10098932458445438,-0.30370916532366266,-1.479491981792932,0.369329800715714
2000-02-01,0.10103178590007413,0.15447016964256335,0.10459202328111501,0.12119205018747527,0.30420885947595083,0.31281475551597926,-0.2797121794954146
2000-02-02,0.12124170495048545,0.13467521824112602,0.11332085432782389,0.13192470687785612,0.5667654733530794,0.1662345838133966,-0.3013699606077199
2000-02-03,0.13197818314509197,0.17833259494905623,0.1223194680314682,0.15131580036564282,1.7017701092502588,0.29868650677613057,-0.2823794543472979
2000-02-04,0.15137618108793036,0.15248145030487018,0.04997070173125492,0.02567972894584087,2.6549357372278575,-1.9454103471792585,0.8640288277483238
2000-02-07,0.02569537528486453,0.032445952490896886,-0.013469524879437455,-0.034207094957766776,0.33899537760609905,-0.942236880917874,-0.034131489196077947
2000-02-08,-0.034212772113681185,0.08993300528551498,0.0014678223602642973,0.11659221435262941,2.457758451592002,2.3572168754721003,1.4101208518085824
2000-02-09,0.11664023128331277,0.23021539604593177,0.14022662142463344,0.143288877650302,1.6475482346018409,0.4116540526831121,-0.2575929430480317
2000-02-10,0.14334640028069665,0.11189718783314893,0.07570638541532984,0.11118074640254941,2.4600754054847447,-0.49296652011898795,-0.23420130046703994
2000-02-11,0.11122683650856717,0.11704949798588532,0.010556510078031997,0.03316541678889589,5.069343416317275,-1.2110975874867709,0.14541735525747826
2000-02-14,0.033183728505984784,0.0011715093066367646,-0.07933955294428768,-0.07930266120843354,0.7666891760684694,-1.7765425728957023,0.6691884514969992
2000-02-15,-0.07932439523656118,-0.025944983393733564,-0.1286517802860846,-0.13648375113700117,0.9386483833759014,-0.9167596647988526,-0.04882220224857697
2000-02-16,-0.1365258452477341,-0.04411312177281469,-0.10183608720339846,-0.008232224951938379,1.1635088660323663,2.04641106977957,0.9862842351461698
2000-02-17,-0.008228653412180136,0.05965292177010145,-0.011490093495896556,0.047595997989109254,0.9651355254212951,0.8766760152896357,-0.07228825274473157
2000-02-18,0.04761944790530638,0.0613702113712919,0.03215318296677834,0.007641502445574159,0.05547881289758927,-0.6246724069774654,-0.1885081120988037
2000-02-21,0.007650726035712534,-0.002353546474578369,-0.0771799735325,-0.06757781398326018,-0.24175695331298946,-1.189269044700427,0.12916929359331147
2000-02-22,-0.06759537322461238,-0.021154579556334156,-0.10165593917515167,-0.12791559354937448,1.6264809179737616,-0.9656282934757543,-0.02028933734416937
2000-02-23,-0.1279546368543869,-0.02612593655140205,-0.0908576027307785,-0.01120835616992672,0.6892333430146067,1.8613406445640437,0.7623420996056575
2000-02-24,-0.011205844321012392,0.08369585888509777,-0.040285657347558346,-0.06297797814841434,0.30128421517389764,-0.8192300248721547,-0.10134303547159297
2000-02-25,-0.06299389955743971,0.0016234508516429368,-0.026067584064539486,0.03740457617101423,0.2326409667130058,1.5847170996706337,0.4671861695169296
