Date,dowjones_Open,dowjones_High,dowjones_Low,dowjones_Close,dowjones_Volume,dowjones_log_returns,dowjones_squared_returns
2000-01-26,-0.7410049247455117,-0.7376296491686941,-0.7352438314676872,-0.7404322635450314,-0.512167553725462,0.004614759789566496,-0.2571212788666266
2000-01-27,-0.7399675352850366,-0.7341043186655676,-0.7446090192068756,-0.7409637429178194,-0.4656434711963946,-0.05839241045930028,-0.2568846831687093
2000-01-28,-0.7411043503738588,-0.7489277802587785,-0.7639056784406981,-0.7718802843734982,-0.5613428247810018,-2.307493698718677,1.088904445857298
2000-01-31,-0.7720276006861589,-0.7561947192100087,-0.7675720457932487,-0.7503183019607855,-0.4861688017239243,1.582446655657093,0.4027672373675439
2000-02-01,-0.75042780068248,-0.7437743343410119,-0.7454082996686652,-0.739570515163181,-0.5611717803599391,0.7679673222247039,-0.09776184518982502
2000-02-02,-0.739744036498626,-0.7389180626380264,-0.7369099519945466,-0.7436174852084687,-0.723150847106361,-0.3152893901722939,-0.2347849021827665
2000-02-03,-0.7426485807737969,-0.7431142706897068,-0.7524660751809129,-0.7425225750506977,-0.5994857306779945,0.06051420657891362,-0.25562180185086486
2000-02-04,-0.7422326014904915,-0.7420569002942876,-0.741642061598222,-0.7478302684647559,-0.7024544721577686,-0.4085898125136705,-0.21835588703812137
2000-02-07,-0.7474087916082875,-0.7546752626667634,-0.7520406804739229,-0.7540328102530366,-0.8814524587999338,-0.4764113159949632,-0.20360311601901368
2000-02-08,-0.7540083765672005,-0.7491258617420388,-0.7458057893221264,-0.7484932080596146,-0.6827843637355526,0.38852432504130546,-0.21443822515246233
2000-02-09,-0.7492428393597628,-0.7570305086916076,-0.7678717628531427,-0.7761261676221575,-0.6856921188936193,-2.074875526698543,0.8290808755362037
2000-02-10,-0.7760754352486371,-0.7794510450414825,-0.7778030245353442,-0.7820635962223225,-0.7896871268997698,-0.46767915777596103,-0.20563526127755002
2000-02-11,-0.7824151767586764,-0.7900570867076403,-0.8045989046394942,-0.8054175725438341,-0.47197211477571627,-1.8050632155028432,0.5625761011117548
2000-02-14,-0.8045516871657965,-0.799601494807348,-0.796666735814605,-0.7952995209323365,-0.6968955284732292,0.7585136828944616,-0.1015683076341613
2000-02-15,-0.7950870357547327,-0.7768082949215125,-0.7898259063576113,-0.774102160517615,-0.5593758139387802,1.5880941119563847,0.40742894929385765
2000-02-16,-0.7745888550029507,-0.7790869078475836,-0.782636053919075,-0.7908547244803057,-0.7307623238436532,-1.2876654662102842,0.15626780189686126
2000-02-17,-0.7902093313993487,-0.7865199025094525,-0.7941089124494188,-0.7958629517173195,-0.45238752856403164,-0.4023379737238776,-0.21959671337029776
2000-02-18,-0.7956837984021862,-0.8029288478069955,-0.8214622641868475,-0.8274104813556619,-0.340353432767932,-2.4705001197831846,1.2875598960130863
2000-02-23,-0.8191850091093192,-0.8220305574992844,-0.825228607163507,-0.8267463931806263,-0.542613460674631,-0.6832024065074151,-0.14401698368691568
2000-02-24,-0.8247825048833678,-0.8316442161332973,-0.8490917290855087,-0.8409778236549152,-0.09567438843767163,-1.1477830462450724,0.0700642680562667
2000-02-25,-0.8410072635125564,-0.8439569819287117,-0.8605560902123344,-0.8656244747573923,-0.4574333389853827,-2.0091111330381812,0.7606716347061762
2000-02-28,-0.8662580310748066,-0.84138878531189,-0.8598566804684374,-0.8467494390440808,-0.3035788822394413,1.5081442219234227,0.3429617721678914
2000-02-29,-0.8464817305153938,-0.8362353393941234,-0.8397265413463202,-0.8371628668053711,-0.4906159566715557,0.7460856112030452,-0.10650247335879492
2000-03-01,-0.8370138415050876,-0.8382168820851947,-0.833861234794456,-0.8361342610487239,-0.27321849750080357,0.06216295878116173,-0.2555531735320069
2000-03-02,-0.8362299247336866,-0.8354421816228325,-0.8318276277919897,-0.8332484011459513,-0.36104980771652445,0.2093596361813422,-0.2437916494928062
2000-03-03,-0.8324141529298087,-0.8108325589385332,-0.8245625575963851,-0.8116201143321148,-0.3272685345566318,1.6771716863566473,0.48312833071226724
2000-03-06,-0.8123255807015325,-0.8171752216143301,-0.8298950454757951,-0.8326517659522165,-0.6511411458389443,-1.6690902257626117,0.442459707942432
2000-03-07,-0.8295811491540261,-0.8336587204150214,-0.8695130878640017,-0.8726909576714976,0.25188787516183136,-3.249953490214233,2.4263978057150477
2000-03-08,-0.8720298350145184,-0.866692680995522,-0.8717550386119877,-0.8662221541149244,-0.2173724940238165,0.510592866558962,-0.18498259738683578
2000-03-09,-0.8661906681228277,-0.8569139024689016,-0.8709879643585942,-0.8497347033403494,-0.5248248408841052,1.3171373697760687,0.20225428970929657
2000-03-10,-0.8498002697388507,-0.8483256924374677,-0.852907482890033,-0.8584927316059605,-0.4386184526684805,-0.7270637146350873,-0.12855115273380952
2000-03-13,-0.860209255741842,-0.8582108422802954,-0.871354296865822,-0.8565350289025419,-0.5346598950952132,0.13906068314662615,-0.2507990139212643
2000-03-14,-0.8552416296784675,-0.8534460727848002,-0.8632222816989312,-0.8710646725573185,-0.535771683832121,-1.2040708312700894,0.103541923057965
2000-03-15,-0.8712320278979806,-0.8388695631720319,-0.8669552644988157,-0.8368313447997519,-0.3746478391910129,2.7455801078750737,1.7091147777290412
2000-03-16,-0.8357872091469601,-0.7907150707633206,-0.8280839445580453,-0.7834568239769609,0.04329920367581075,4.121994291608618,4.153945063333176
2000-03-17,-0.7833412345806872,-0.7767753333308598,-0.7820023154665653,-0.7872385764177533,-0.007672033800888018,-0.3065650058312737,-0.23609224421995317
2000-03-20,-0.7871089645893553,-0.780573298820395,-0.7798881404900009,-0.7781491305629027,-0.6071827296258182,0.6685545843594788,-0.1354899853171564
2000-03-21,-0.7779661932061969,-0.7614471538795148,-0.7781027415952383,-0.7538671014584168,-0.31452572518745714,1.7922317953081428,0.586948549194585
2000-03-22,-0.7526501514656725,-0.7603898874638768,-0.7581734978772852,-0.758212389100572,-0.45238752856403164,-0.3410267816676211,-0.23070007317605254
2000-03-23,-0.756134434882603,-0.7370355086986945,-0.7536735457302236,-0.7311439044868093,-0.2053993845494242,1.9635083245987492,0.7541060501843379
2000-03-24,-0.7322781326456587,-0.7265966665207692,-0.7306772638732917,-0.7319073970553409,-0.27013969792167414,-0.07490191633192146,-0.25648507682117166
2000-03-27,-0.7337967755677133,-0.7333929929821117,-0.737376155219667,-0.7411957561135629,-0.5460343490958859,-0.6953749465386135,-0.13982405361761685
2000-03-28,-0.7412369875041119,-0.741536273529624,-0.742742003275852,-0.7507908904954099,-0.6067551185731613,-0.7233089894733619,-0.12991382490566172
2000-03-29,-0.7502877484055751,-0.7407685908047366,-0.7451085826087711,-0.7419581001019175,-0.42211266603592534,0.6284310603098695,-0.14927743634669782
2000-03-30,-0.7428956827030715,-0.7362423509274035,-0.7445080994268203,-0.7460713745483291,-0.2953687500284294,-0.32075269611092916,-0.2339462962101057
2000-03-31,-0.7444880593369045,-0.7401073833758379,-0.7439086653070323,-0.7523081649091587,-0.5912755984669826,-0.4782504756566708,-0.20317010728048493
2000-04-03,-0.7583909371158684,-0.7277530256679279,-0.7502413290523959,-0.7202304088945851,0.26702530642588457,2.313845376191025,1.1430138326942294
2000-04-04,-0.7196703990023389,-0.7070488835669649,-0.7658381558506765,-0.7263345904531671,0.6033841604457776,-0.4587807326344364,-0.20766575364700116
2000-04-05,-0.7263063286237149,-0.7283471661379274,-0.7352438314676872,-0.7403328591515356,-0.5081480098304874,-1.0352956804283748,0.008043870995460351
2000-04-06,-0.7406081621802902,-0.7301647327139849,-0.7323455874306929,-0.7317416882607212,-0.7432485665812338,0.6052017770940201,-0.1568811352124069
2000-04-07,-0.7307188630750462,-0.7310899448074494,-0.7287780417338722,-0.7320399014412088,-0.7887463825839247,-0.04119985751287154,-0.25715180994853665
2000-04-10,-0.7314825187415109,-0.7209481728645237,-0.7250783142045465,-0.7240122657517571,-0.8437371639555981,0.5602951335682168,-0.1707936508354298
2000-04-11,-0.7244144218406174,-0.7131275415781959,-0.7245121353553172,-0.7132643745377729,-0.6636273885765249,0.7507310726549707,-0.10466744025124011
2000-04-12,-0.7134985948981631,-0.7062812008420775,-0.7229792457231254,-0.7305804737018263,-0.11927851854433079,-1.2640768600552155,0.1410256760141924
2000-04-13,-0.7295906119584135,-0.7362423509274035,-0.7440332938919654,-0.7521338939714017,-0.4146722337196958,-1.5941645120410108,0.3803352987108515
2000-04-14,-0.7520202817549984,-0.7597957469938772,-0.8212957780216211,-0.8181884266985636,0.16123433199857518,-5.032697783945109,6.205817905327215
2000-04-17,-0.8182792123922448,-0.7959014782717398,-0.8179635369679024,-0.7885987041800196,-0.010323222327360606,2.26223320856488,1.0817543127833726
2000-04-18,-0.7882565368627571,-0.775652039754135,-0.7815693675120037,-0.7688276715123086,-0.2595349438157838,1.472044095230134,0.31493002999936504
2000-04-19,-0.7706159029777887,-0.7740005288887162,-0.7750368574246385,-0.7787137099280628,-0.4692354040387123,-0.7622139401170215,-0.11544267541732584
2000-04-20,-0.779254862143356,-0.7680539251996586,-0.7714983707497256,-0.7606342226118575,-0.772582684793495,1.3337015143246493,0.21371336431126955
2000-04-25,-0.7526832585288931,-0.7370355086986945,-0.7483001444264669,-0.7306135736941984,-0.07292548043632621,1.6902622683846602,0.49459684624747585
2000-04-26,-0.7300889933643722,-0.736474433799129,-0.746042143027391,-0.7497869270043773,-0.4255335544571803,-1.418908063969393,0.24629801874738314
2000-04-27,-0.7499818474965112,-0.7577662696236547,-0.7626724009621841,-0.7559243129717111,-0.47727449182866144,-0.47235762003760096,-0.20455136824123515
2000-04-28,-0.7552382465245705,-0.7559220842236001,-0.7661046176400117,-0.7724106151661092,-0.6431875802595265,-1.247741449309921,0.13063803137533
2000-05-01,-0.7705677567438937,-0.7594326495977907,-0.7651464042605675,-0.7640845574634104,-0.6389114697329579,0.6028538328433802,-0.15763424936735163
2000-05-02,-0.7645616968331916,-0.7702675507624553,-0.7666718455514038,-0.7727089327629766,-0.34309014350493594,-0.6644156253325483,-0.1503386640782327
2000-05-03,-0.7724082796938537,-0.7800941599884457,-0.7999657215977649,-0.7995454041809957,-0.41484327814075855,-2.0575565045382893,0.8108495589548379
2000-05-04,-0.7994996746447492,-0.8023592465653683,-0.7991664411359755,-0.8067775958897208,-0.6803897418406741,-0.5771545232920486,-0.1773218489265049
2000-05-05,-0.8068991554939048,-0.7956704351978269,-0.8025740048529787,-0.7890958305638788,-0.944396805751025,1.3372652078296223,0.2161971742442968
2000-05-08,-0.7896158063511376,-0.7912059593105498,-0.7868620959354459,-0.7863404911357593,-0.8941097459585772,0.18993728444634467,-0.24598178379561828
2000-05-09,-0.7857411311287852,-0.7851368674391928,-0.7877021849153659,-0.7934914469010602,-0.7047635718421157,-0.5644304131480558,-0.18092926132717146
2000-05-10,-0.7937032231753212,-0.8012955334032935,-0.8115664608057466,-0.8115580910025596,-0.1946235860224711,-1.4116693014898651,0.24110150178347867
2000-05-11,-0.8112230215014685,-0.7968225311739549,-0.8032765617833639,-0.7925056518600994,-0.5388504834112505,1.447807337392176,0.29648627427009616
2000-05-12,-0.7919953373556141,-0.7863144384617242,-0.7845149242525374,-0.78572673165575,-0.9489294829091878,0.4965426742533689,-0.1887632713720525
2000-05-15,-0.7858021233209646,-0.7716464266414655,-0.777925554995952,-0.7645122469547542,-0.7946474151105895,1.5759280763292751,0.3974068491810264
2000-05-16,-0.7634462916748433,-0.754643340873923,-0.7552859542743507,-0.7509555551262325,-0.5713489234131726,0.9847273072815863,0.0021257701329899683
2000-05-17,-0.75118717436285,-0.7589663002789339,-0.7620965707410576,-0.7685795781940877,-0.6769688534194191,-1.3275209374184218,0.18267128926084383
2000-05-18,-0.7681743353942805,-0.7660276712026546,-0.7608451444871283,-0.7677733793262497,-0.7483798992131163,0.040677902888717914,-0.2563378729140445
2000-05-19,-0.7689849884691026,-0.7766859107189942,-0.7816434313006929,-0.7838577828750956,-0.5170423197257502,-1.2299982929559559,0.1195107077372009
2000-05-22,-0.7838963261927304,-0.7872993349496199,-0.803252852978486,-0.7928713180218878,-0.5401333165692211,-0.7054030946234428,-0.1363125217935886
2000-05-23,-0.7930583142939727,-0.798701757760287,-0.7981727694554307,-0.8057319702631788,-0.783786094373105,-1.0076739520232962,-0.006190214059973291
2000-05-24,-0.8057013482129032,-0.798975432544508,-0.8038415866642142,-0.7936411799895824,-0.19992596307541627,0.9096669475761066,-0.03519894251859753
2000-05-25,-0.7940475575205528,-0.7985739666091443,-0.8143701843418782,-0.8162477438650397,-0.5503104596224546,-1.7652830801154933,0.5264508672352479
2000-05-26,-0.8161831279795058,-0.8167802024254032,-0.8151426088123017,-0.8188865546133888,-1.022222017334575,-0.22568498156935604,-0.2463482636564121
2000-05-31,-0.7942175837001213,-0.7942319789041667,-0.790221297886747,-0.7950332591640439,-0.7341832122649082,-0.05885893433514901,-0.25687531593093477
2000-06-01,-0.7937909516709215,-0.7863506234255954,-0.7878278625624618,-0.7811472380738772,-0.5536458258331782,1.0367123286217228,0.02967446873274937
2000-06-02,-0.7801211810374103,-0.7679698055566363,-0.7720354905770471,-0.7659044305455953,-0.40902776782462513,1.125196025175258,0.07976155978494719
2000-06-05,-0.7658952744050035,-0.7661682518668896,-0.7621320290421582,-0.7637082408308903,-0.8347573318498038,0.1441055410372829,-0.2503808058395966
2000-06-06,-0.7627403906013156,-0.7704687516391528,-0.7669188996907285,-0.7722331073205808,-0.6786792976300466,-0.6567397662420075,-0.1528693235294473
2000-06-07,-0.7722724049643583,-0.7677249331718184,-0.7682660004138994,-0.7639690729474372,-0.806449480163919,0.5981384688383551,-0.15913815910647766
2000-06-08,-0.7631499991248214,-0.770356973374321,-0.774652271235779,-0.77938093059449,-0.6195834501528674,-1.1752035087510724,0.08616926234277048
2000-06-09,-0.7781555405425344,-0.7767338453981454,-0.7797485103161406,-0.7852253242003222,-0.9576527483833879,-0.4619015650102457,-0.2069582617423698
2000-06-12,-0.7849304780539631,-0.7885717355326414,-0.7823352877970181,-0.790555362719641,-0.9576527483833879,-0.4249647934799766,-0.21501059577543385
2000-06-13,-0.7905783132742966,-0.7883449556297591,-0.7900074990179812,-0.7843934389030724,-0.7999497921635347,0.44888573373890667,-0.20083067635982788
2000-06-14,-0.7830760647588664,-0.7795085458605077,-0.7758393899791325,-0.777324763244993,-0.7045925274210529,0.5147033429018918,-0.18385733857402595
2000-06-15,-0.7769620152476276,-0.7767412279626134,-0.7710557714232668,-0.7744517465569262,-0.6202676278371184,0.19662710124156016,-0.24524932155714263
2000-06-16,-0.7739536589193294,-0.7808799351952687,-0.7946793924535154,-0.8028418292888375,-0.13364624991360158,-2.180351688274287,0.9434439836809597
2000-06-19,-0.8027603548365839,-0.7944437857185506,-0.7956665599486512,-0.7912364707645714,-0.6790213864721721,0.8702550714760564,-0.053636742107904055
2000-06-20,-0.7909429087244647,-0.7982833431205814,-0.7991223805251404,-0.8043536740508408,-0.5963214088883337,-1.0260323701125245,0.0032265483401636387
2000-06-21,-0.8029282922424475,-0.802575316550783,-0.7988947340358264,-0.7976624636054584,-0.3778976831912051,0.49527825731804354,-0.1890985251062331
2000-06-22,-0.797673042039926,-0.8052479088679686,-0.8069085198969767,-0.8106663751197287,-0.5084045764620815,-1.023034527227413,0.0016769930918561625
2000-06-23,-0.8104529950752042,-0.807091990288242,-0.8025030882507777,-0.8076052001154018,-0.9094182216436931,0.21768175358563377,-0.24279383814075922
2000-06-26,-0.8075418711628632,-0.7977190448477973,-0.7995789323783637,-0.792824226234633,-0.7811349058466325,1.116966100971631,0.07493306955888429
2000-06-27,-0.7927952332458567,-0.7924857424580393,-0.78875386973351,-0.7969439744965874,-0.7653132968983283,-0.3348632904175402,-0.23170931856915697
2000-06-28,-0.79655868126843,-0.791997037486216,-0.7885465750501531,-0.7944494671850149,-0.5084900986726129,0.17144870416348384,-0.24788636497098124
2000-06-29,-0.7946859912034164,-0.8022739831447523,-0.8043260435709663,-0.8083226450604757,-0.6846658523672429,-1.0874543683518552,0.03599255183939386
2000-06-30,-0.8086755530911283,-0.8103299206760239,-0.8068333021399084,-0.8029926065411569,-0.2109583282339635,0.3922512389741653,-0.21365233192016783
2000-07-03,-0.80255074639531,-0.7978318629104416,-0.7976034434197131,-0.7909338720961354,-1.4884035869410936,0.9049559256671165,-0.03744491078890958
2000-07-06,-0.7992258364120536,-0.8018598316760774,-0.8007176893560151,-0.7994021449080163,-0.8689662160623534,-0.03708447431810965,-0.25719320050855893
2000-07-07,-0.7990247919429693,-0.7879690687205803,-0.7910237255350248,-0.7828814897246895,-0.768905229740646,1.2405307796282252,0.15109342549202284
2000-07-10,-0.7836450467160463,-0.7831882863387741,-0.7779684616384078,-0.7817481543391807,-0.8574207176406179,0.06618521517476877,-0.25537988334233813
2000-07-11,-0.7813008159871805,-0.7720829337631069,-0.775612687645765,-0.7731291042749803,-0.7509455655290574,0.6299404926221462,-0.14877374691223824
2000-07-12,-0.7734744942314546,-0.7692219300823162,-0.7653590491609543,-0.7670805766467904,-0.8321061433233312,0.4333188700773908,-0.20451931535157442
2000-07-13,-0.7678406537949432,-0.7697106350541394,-0.7619021795223024,-0.7665512900179766,-0.6284777600481303,0.019931101415017676,-0.25687027998714
2000-07-14,-0.7658739689132148,-0.7705390419712704,-0.7619784463415334,-0.7639808719983459,-0.8360401650077744,0.17207506381379237,-0.24782471850567894
2000-07-17,-0.7638322970554853,-0.7678292248924012,-0.7624339491325939,-0.7648876238398568,-0.735038434370222,-0.0871514530996329,-0.25609798314963295
2000-07-18,-0.7652482767499503,-0.7729656181260446,-0.7674195121547867,-0.7717680367652965,-0.6679890213136249,-0.533991361757954,-0.18922115066182926
2000-07-19,-0.773270212163128,-0.7738897904216967,-0.7693079289539301,-0.7764554968838024,-0.2975923275022451,-0.37180691671372407,-0.22536751803064317
2000-07-20,-0.7757802915241527,-0.7649299566521146,-0.7676751686038458,-0.7606534352257265,-0.59982781952012,1.1620754805863598,0.10182654384869907
2000-07-21,-0.7605052982985241,-0.7673767048844491,-0.7660132443256373,-0.7724481006464297,-0.6672193214188425,-0.9000442853972135,-0.057910464884200805
2000-07-24,-0.7724905773778218,-0.7752069023106509,-0.7700684990219147,-0.777627361913429,-0.8616968281671865,-0.4090759952220746,-0.2182585500220325
2000-07-25,-0.776999404296943,-0.7787834948459282,-0.7698784089580266,-0.7760396064433674,-0.6822712304723644,0.10000064710890266,-0.25359396622568836
2000-07-26,-0.7769908403247535,-0.7843169868641233,-0.7874625791173967,-0.7956587132785821,-0.4006465911925505,-1.5090704829451655,0.3132817215436387
2000-07-27,-0.795442127284544,-0.7895501852741003,-0.7874250226919707,-0.788211632660388,-0.7523139208975594,0.5488319620047002,-0.1741788736510396
2000-07-28,-0.7870854658851766,-0.7889476224418203,-0.7930465271972148,-0.7962265295515135,-0.6329249149957616,-0.6315029041000303,-0.16097607093321292
2000-07-31,-0.7957137723048496,-0.793820946828929,-0.7894693301284968,-0.7950706402279846,-0.6235174718373105,0.06892948680022751,-0.25525687685441717
2000-08-01,-0.7946957040011436,-0.7913049480622893,-0.7874325759395424,-0.7859854754447027,-0.8321916655338626,0.6730008986221075,-0.13391115560525663
2000-08-02,-0.7855689117368267,-0.780911856988109,-0.7798290782902387,-0.7773696622882736,-0.7297360573172768,0.6321141940643308,-0.14804633550858884
2000-08-03,-0.7780592480747445,-0.7788058504988946,-0.7759725159675839,-0.7753328119690254,-0.7453010996339868,0.13376154417374392,-0.25122420460274464
2000-08-04,-0.7744241551963293,-0.7760757573626839,-0.7715660352592222,-0.7687923787759624,-0.8379216536394646,0.47098756314528234,-0.19537943875229127
2000-08-07,-0.7679411238101427,-0.7630506260860012,-0.7637755947325187,-0.7581792891082,-0.8863272248002222,0.7705641239090264,-0.09670820785019678
2000-08-08,-0.7581909370336365,-0.7528322210443024,-0.7530729576420564,-0.7464306713109544,-0.37635828340164035,0.8467316947858946,-0.06426079714236181
2000-08-09,-0.746877198700423,-0.7538948944085648,-0.7470529144211885,-0.754028529181468,-0.532778406463523,-0.5788425735748709,-0.17683701317267966
2000-08-10,-0.7543506221387275,-0.7572786044496439,-0.7476824566250471,-0.7537152800423003,-0.893169001642732,0.003541029589173062,-0.2571343489163815
2000-08-11,-0.7538243556038101,-0.7443695146088238,-0.7459755275800573,-0.7409872366032569,-0.8005484476372543,0.9149894969354122,-0.03264769589327975
2000-08-14,-0.7408743763889635,-0.732670021563157,-0.7348559931861233,-0.7251263885233971,-0.927463408065813,1.1310024684588937,0.08318915558429585
2000-08-15,-0.7250486779760715,-0.7329426565495656,-0.730566587815123,-0.7367958587048129,-0.7999497921635347,-0.8646267767340851,-0.07362702255755851
2000-08-16,-0.73640836933079,-0.7421080583466572,-0.739695526755263,-0.743062616566623,-0.7370054452124436,-0.47683802659403857,-0.20350280697455933
2000-08-17,-0.7425983457661972,-0.7418343835624361,-0.7371967655898389,-0.7380105344501257,-0.6085510849943202,0.34922314184549164,-0.22229075981825963
2000-08-18,-0.7382938009154026,-0.7428097139104579,-0.7348559931861233,-0.7389898556755438,-0.7171642923691649,-0.09095712609593112,-0.2559620077898793
2000-08-21,-0.7374757326939285,-0.7402744788842889,-0.7326129933759746,-0.7354262290519918,-0.8674268162727886,0.23983090679764005,-0.2399646131531916
2000-08-22,-0.7349784992911882,-0.7313827518714183,-0.7267895444044036,-0.7290813677381492,-0.8716174045888259,0.440369045811554,-0.2028641859638339
2000-08-23,-0.7298077399850246,-0.7332354636135346,-0.729111014064325,-0.7284932946875516,-0.8815379810104652,0.022918775317740947,-0.2568072551395446
2000-08-24,-0.7283789143322751,-0.730524606736853,-0.7226194174013065,-0.7244206382128522,-0.895905712379736,0.2742161786875228,-0.23507247359815228
2000-08-25,-0.7242262233298176,-0.7291211916294704,-0.7188026145346195,-0.7233632135354017,-1.033168860282591,0.05653154912214759,-0.255781809696939
2000-08-28,-0.722970661455879,-0.7176091741293774,-0.7152254174659015,-0.716925421643606,-0.7014282056313921,0.4423961901168512,-0.20238355264807875
2000-08-29,-0.717111233459252,-0.7243053680613869,-0.7144014840432876,-0.7209606970543648,-0.8503223741665138,-0.30887480690115054,-0.23574993275597864
2000-08-30,-0.7214168226968989,-0.7291904421637756,-0.7251707365810837,-0.7329456091189225,-0.8743541153258299,-0.8845543302232792,-0.06486353264548228
2000-08-31,-0.732515521777206,-0.718515253943094,-0.7242564789062581,-0.7209606970543648,-0.5593758139387802,0.8453779644624225,-0.06486353264548123
2000-09-01,-0.7202906603539709,-0.7181905250862847,-0.7119371321168014,-0.718428704262472,-1.056944034810313,0.1620425099798218,-0.24878785586918703
2000-09-06,-0.7166502411026087,-0.7088642665676164,-0.7083201755921158,-0.7107453293769657,-0.20497177349676732,0.36214164474009836,-0.21979724192187666
2000-09-07,-0.7099736848326749,-0.7170969697269942,-0.7115396424633402,-0.7161737281259831,-0.22669441497173626,-0.40697881549150533,-0.21867755049807222
2000-09-08,-0.7157797446611449,-0.7237144509646057,-0.7149976660703712,-0.7203671943520217,-0.5739145897291138,-0.32004719592465714,-0.23405545224126206
2000-09-11,-0.7202906603539709,-0.721115372352756,-0.720561157438016,-0.7230573779591942,-0.7577873423715674,-0.21289148393463456,-0.24766234804287166
2000-09-12,-0.7226252827237949,-0.7243447763984764,-0.7233036157438438,-0.7190221025484353,-0.6559303896287012,0.27020428725310214,-0.2356746003052214
2000-09-13,-0.7197035060655594,-0.7269843031452281,-0.720402119614145,-0.724480573214813,-0.27809326350109187,-0.411820208113659,-0.2177068605118962
2000-09-14,-0.7234947347784063,-0.7294267882065318,-0.7280722327107825,-0.7346071869694479,-0.25585748876293474,-0.752027236084438,-0.11930697318189928
2000-09-15,-0.7343753658839351,-0.7398645905866449,-0.7444457851343537,-0.7517649909018419,0.3638364487473997,-1.2749796504539834,0.14803510504975578
2000-09-18,-0.7516384539217661,-0.7584402665656458,-0.7572023810332393,-0.7644332037553041,-0.425704598878243,-0.9583764143895542,-0.030619137984443226
2000-09-19,-0.7638516182122543,-0.7687087898619017,-0.7610975488434829,-0.7664892666884214,-0.2963094943442745,-0.1729244263585827,-0.25122526807163625
2000-09-20,-0.7657498957551514,-0.7703144456437941,-0.7820011614981863,-0.7773280001527644,-0.0423085290660944,-0.8324597024927364,-0.08734210224314709
2000-09-21,-0.7779363237422185,-0.7746468672088977,-0.7719871288113449,-0.7690308657872488,-0.5350019839373387,0.6033588146613433,-0.157472513417069
2000-09-22,-0.7781737128737659,-0.7666900224091469,-0.7761594588449837,-0.7602792069208008,2.0409269972676394,0.6326370998993406,-0.14787098671630175
2000-09-25,-0.7600924521757758,-0.7625151302126204,-0.7588319941968354,-0.7644726731468393,0.09572431873154287,-0.33149366370886174,-0.23225281937591205
2000-09-26,-0.7644847255221708,-0.7714664376401409,-0.7767954003280351,-0.7833797646887256,0.6246791908680897,-1.4400793075440619,0.2616509803230944
2000-09-27,-0.7831979447045397,-0.785794851494873,-0.7806906730444949,-0.7836962507356647,0.19612739389537567,-0.04356634225699646,-0.2571240641318231
2000-09-28,-0.7833562737513615,-0.7668869601148135,-0.7760005259273289,-0.7627716259047788,-0.13287655001881923,1.5515393772331145,0.3775452759621681
2000-09-29,-0.7628697901323263,-0.770597582588108,-0.7730603194038251,-0.7812841279476934,-0.10576600928037373,-1.4081326128541618,0.2385724068666517
2000-10-02,-0.7802313638503371,-0.7812643484465092,-0.7751260277084712,-0.7760224821570929,-0.2876717510806058,0.3773484236179143,-0.21675205134008554
2000-10-03,-0.7748006566566146,-0.7667293267664552,-0.7666911482951981,-0.7739256968358839,0.09298760799453891,0.1380840669212486,-0.25087846099623734
